standard_id,query,expected_tier_name,expected_factor_name,expected_scope3_category,top3_hit,first_choice_hit,hit_terms,result_tier,best_name,best_source,best_similarity,latency_sec
RB-00470,鋅錠(鍍鋅) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生鋅錠,,False,False,,1,鋅錠,Taiwan EPA,1.0,0.10382220799999686
RB-00471,潤滑油 購買商品之上游排放 公秉,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),,False,False,,1,潤滑油(未燃燒，2021),Taiwan EPA,1.0,0.0888109159999999
RB-00472,氬氣 購買商品之上游排放 M3,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),,False,False,,1,氬氣,Taiwan EPA,1.0,0.09114145800000983
RB-00473,電力 購買商品之上游排放 kwh,Tier 1 - 台灣本地,電力排放係數(2011),,False,False,,1,電力間接碳足跡(2021),Taiwan EPA,0.9500000000000001,0.09313370899999995
RB-00474,自來水 購買商品之上游排放 度,Tier 1 - 台灣本地,工業用水（韓國，1998）,,False,False,,1,臺北自來水(2020),Taiwan EPA,0.925,0.09050004200000217
RB-00475,處置 一般事業廢棄物-焚化 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,False,2:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物焚化處理服務(苗栗縣垃圾焚化廠),Taiwan EPA,0.9039684176445008,0.09202283300000147
RB-00476,處置 一般事業廢棄物-掩埋 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,True,1:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物掩埋清理服務(南部科學工業園區-台南園區),Taiwan EPA,0.9021822452545166,0.09030120799999963
RB-00477,運輸 一般事業廢棄物-運輸 tkm,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,,True,True,1:以柴油動力垃圾車清除運輸一般廢棄物 | 3:以柴油動力垃圾車清除運輸一般廢棄物,1,以柴油動力垃圾車清除運輸一般廢棄物,Taiwan EPA,0.9500000000000001,0.09006583300001125
RB-00478,其他電力 其他未分類製程-其他未歸類設施 外購電力 千度,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",,True,True,1:electricity low voltage domestic use general | 2:electricity | 3:electricity,2,"Electricity Low Voltage, domestic use General",Idemat,0.7827832698822021,0.09754612500000803
RB-00479,柴油 引擎發電程序-柴油引擎 固定 (E) 公秉,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,,False,False,,1,柴油(未燃燒，2022),Taiwan EPA/MOE,1.0,0.10217658399999152
RB-00480,柴油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,,True,False,3:柴油 於鐵路運輸與非道路運輸移動源使用,1,柴油(於捕撈移動源使用，2021),Taiwan EPA,1.0,0.10124137500000074
RB-00481,車用汽油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,,False,False,,1,車用汽油(於移動源使用，2021),Taiwan EPA,1.0,0.0989619169999969
RB-00482,車用汽油 非製造程序-堆高機 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,,False,False,,1,車用汽油(於移動源使用，2021),Taiwan EPA,1.0,0.09622325000000842
RB-00483,滅火器 消防活動-消防設施 逸散 (F) 公噸,Tier 2 - 國際產業,Blast furnace gas,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.095672792000002
RB-00484,水肥 水肥處理程序-化糞池 逸散 (F) 人小時,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),,False,False,,2,Sewage Treatment Facilities,EPA Supply Chain v1.3.0,0.7956345677375793,0.0985683330000029
RB-00485,乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,,False,False,,1,乙炔,Taiwan EPA,1.0,0.09795437500000048
RB-00486,銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0978043749999955
RB-00487,PFC-14，四氟化碳，CF4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10633625000001246
RB-00488,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11824933399999793
RB-00489,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11951141699999823
RB-00490,PFC-14，四氟化碳，CF4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10753637499999513
RB-00491,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11700370899998802
RB-00492,PFC-14，四氟化碳，CF4 冷媒補充-冰水機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10234037499999715
RB-00493,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸",Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10988012500000366
RB-00494,PFC-14，四氟化碳，CF4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10632370800000501
RB-00495,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11254004200000622
RB-00496,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸",Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11091804099999081
RB-00497,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸",Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11520595800000422
RB-00498,採購貨物上游運輸與配送產生之排放 陸運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.82,0.0016770419999971864
RB-00499,貨物下游運輸與配送產生之排放 陸運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.82,0.00149183400000652
RB-00500,採購貨物上游運輸與配送產生之排放 海運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0014286249999884149
RB-00501,貨物下游運輸與配送產生之排放 海運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0014054589999972222
RB-00502,採購貨物上游運輸與配送產生之排放 空運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0014832089999998743
RB-00503,貨物下游運輸與配送產生之排放 空運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0016985000000033779
RB-00504,石灰石 購買商品之上游排放 公噸,Tier 1 - 台灣本地,水泥砂漿(1:2),,False,False,,1,石灰石,Taiwan EPA,1.0,0.09716474999999036
RB-00505,潤滑油 購買商品之上游排放 公秉,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),,False,False,,1,潤滑油(未燃燒，2021),Taiwan EPA,1.0,0.09252658399999802
RB-00506,矽鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,多晶矽晶片,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09590416700000048
RB-00507,鋅錠(鍍鋅) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生鋅錠,,False,False,,1,鋅錠,Taiwan EPA,1.0,0.1032926250000088
RB-00508,潤滑油 購買商品之上游排放 公秉,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),,False,False,,1,潤滑油(未燃燒，2021),Taiwan EPA,1.0,0.09341749999998683
RB-00509,潤滑油 購買商品之上游排放 公秉,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),,False,False,,1,潤滑油(未燃燒，2021),Taiwan EPA,1.0,0.09324779199999966
RB-00510,石灰石 購買商品之上游排放 公噸,Tier 1 - 台灣本地,水泥砂漿(1:2),,False,False,,1,石灰石,Taiwan EPA,1.0,0.09722974999999678
RB-00511,氬氣 購買商品之上游排放 M3,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),,False,False,,1,氬氣,Taiwan EPA,1.0,0.09414725000000601
RB-00512,鋅錠(鍍鋅) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生鋅錠,,False,False,,1,鋅錠,Taiwan EPA,1.0,0.10310187500000723
RB-00513,石墨電極 購買商品之上游排放 公噸,Tier 2 - 國際產業,Graphite for batteries,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.093716416999996
RB-00514,白雲石 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaMg(CO3)2 / 白雲石(Dolomite) / 184.4008 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.13043487499999173
RB-00515,錳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,錳(未經塑性加工),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09615512500000989
RB-00516,石灰石 購買商品之上游排放 公噸,Tier 1 - 台灣本地,水泥砂漿(1:2),,False,False,,1,石灰石,Taiwan EPA,1.0,0.09701937500000213
RB-00517,鎳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09579662500000552
RB-00518,鋅錠(鍍鋅) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生鋅錠,,False,False,,1,鋅錠,Taiwan EPA,1.0,0.10297312499999123
RB-00519,矽鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,多晶矽晶片,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09410291700000073
RB-00520,錳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,錳(未經塑性加工),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09445908300000383
RB-00521,白雲石 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaMg(CO3)2 / 白雲石(Dolomite) / 184.4008 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09602720799999531
RB-00522,廢鋼 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09427070799999626
RB-00523,錳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,錳(未經塑性加工),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09259412500000508
RB-00524,白雲石 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaMg(CO3)2 / 白雲石(Dolomite) / 184.4008 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09290491599999484
RB-00525,氬氣 購買商品之上游排放 M3,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),,False,False,,1,氬氣,Taiwan EPA,1.0,0.09074358299999119
RB-00526,氬氣 購買商品之上游排放 M3,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),,False,False,,1,氬氣,Taiwan EPA,1.0,0.09063616699999955
RB-00527,白雲石 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaMg(CO3)2 / 白雲石(Dolomite) / 184.4008 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09611341599999434
RB-00528,鋅錠(鍍鋅) 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生鋅錠,,False,False,,1,鋅錠,Taiwan EPA,1.0,0.10697991699998965
RB-00529,生鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,,False,False,,1,生鐵,Taiwan EPA,1.0,0.09678150000000585
RB-00530,廢鋼 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09659200000000112
RB-00531,軋輥 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09701908299999218
RB-00532,石灰石 購買商品之上游排放 公噸,Tier 1 - 台灣本地,水泥砂漿(1:2),,False,False,,1,石灰石,Taiwan EPA,1.0,0.09541800000000933
RB-00533,電力 購買商品之上游排放 kwh,Tier 1 - 台灣本地,電力排放係數(2011),,False,False,,1,電力間接碳足跡(2021),Taiwan EPA,0.9500000000000001,0.09391374999999869
RB-00534,自來水 購買商品之上游排放 度,Tier 1 - 台灣本地,工業用水（韓國，1998）,,False,False,,1,臺北自來水(2020),Taiwan EPA,0.925,0.08895979199999715
RB-00535,處置 一般事業廢棄物-焚化 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,False,2:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物焚化處理服務(苗栗縣垃圾焚化廠),Taiwan EPA,0.9039684176445008,0.09683241599999803
RB-00536,處置 一般事業廢棄物-掩埋 mt,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),,True,True,1:廢棄物掩埋清理服務 南部科學工業園區-台南園區,1,廢棄物掩埋清理服務(南部科學工業園區-台南園區),Taiwan EPA,0.9021822452545166,0.09566520799999978
RB-00537,運輸 一般事業廢棄物-運輸 tkm,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,,True,True,1:以柴油動力垃圾車清除運輸一般廢棄物 | 3:以柴油動力垃圾車清除運輸一般廢棄物,1,以柴油動力垃圾車清除運輸一般廢棄物,Taiwan EPA,0.9500000000000001,0.09596750000000043
RB-00538,其他電力 其他未分類製程-其他未歸類設施 外購電力 千度,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",,True,True,1:electricity low voltage domestic use general | 2:electricity | 3:electricity,2,"Electricity Low Voltage, domestic use General",Idemat,0.7827832698822021,0.10099549999999624
RB-00539,柴油 引擎發電程序-柴油引擎 固定 (E) 公秉,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,,False,False,,1,柴油(未燃燒，2022),Taiwan EPA/MOE,1.0,0.10014325000000213
RB-00540,柴油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,,True,False,3:柴油 於鐵路運輸與非道路運輸移動源使用,1,柴油(於捕撈移動源使用，2021),Taiwan EPA,1.0,0.10247183399999926
RB-00541,車用汽油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,,False,False,,1,車用汽油(於移動源使用，2021),Taiwan EPA,1.0,0.10023199999999122
RB-00542,車用汽油 非製造程序-堆高機 移動 (T) 公秉,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,,False,False,,1,車用汽油(於移動源使用，2021),Taiwan EPA,1.0,0.09988062499999728
RB-00543,滅火器 消防活動-消防設施 逸散 (F) 公噸,Tier 2 - 國際產業,Blast furnace gas,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0992242499999918
RB-00544,水肥 水肥處理程序-化糞池 逸散 (F) 人小時,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),,False,False,,2,Sewage Treatment Facilities,EPA Supply Chain v1.3.0,0.7956345677375793,0.09943108299999892
RB-00545,乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,,False,False,,1,乙炔,Taiwan EPA,1.0,0.09790879099999472
RB-00546,銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10035354100000404
RB-00547,冷媒-R-410A，HFC-32/HFC-125(50.0/50.0) 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11580475000000945
RB-00548,PFC-14，四氟化碳，CF4 冷媒補充-冰水機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10590991600000166
RB-00549,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11023558399999445
RB-00550,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11840487500001018
RB-00551,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11444837499999494
RB-00552,R-507A，HFC-125/HFC-143a(50.0/50.0) 冷媒補充-冰水機 逸散 (F) 公噸,Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.10804362499999343
RB-00553,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-冰水機 逸散 (F) 公噸,Tier 2 - 國際產業,R-134a,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.11886187500000744
RB-00554,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.1095139590000116
RB-00555,採購貨物上游運輸與配送產生之排放 陸運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.82,0.0016787910000033435
RB-00556,貨物下游運輸與配送產生之排放 陸運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.82,0.001439874999988433
RB-00557,採購貨物上游運輸與配送產生之排放 海運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0014130830000027572
RB-00558,貨物下游運輸與配送產生之排放 海運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.0013843750000006594
RB-00559,採購貨物上游運輸與配送產生之排放 空運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.001389041999999563
RB-00560,貨物下游運輸與配送產生之排放 空運 -- tkm,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),,False,False,,3,Other land transportation services,EXIOBASE,0.77,0.001422042000001511
RB-00561,錳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,錳(未經塑性加工),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09610654199998692
RB-00562,錳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,錳(未經塑性加工),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09802020899999775
RB-00563,軋輥 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.13259366699999475
RB-00564,軋輥 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09620012500000996
RB-00565,錳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,錳(未經塑性加工),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09881875000000662
RB-00566,耐火材料 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Phenolics (Bakelite) waste combustion, clean tech, without heat recovery",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09828441700000212
RB-00567,鎳鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09644404200000167
RB-00568,耐火材料 購買商品之上游排放 公噸,Tier 2 - 國際產業,"Phenolics (Bakelite) waste combustion, clean tech, without heat recovery",,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0954016669999902
RB-00569,石墨電極 購買商品之上游排放 公噸,Tier 2 - 國際產業,Graphite for batteries,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09363737500000013
RB-00570,廢鋼 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.09551820900000507
RB-00571,鉻鐵 購買商品之上游排放 公噸,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,,False,False,,1,CaCO3 / 方解石或霰石(Calcite or aragonite) / 100.0869 CO2（公噸/公噸碳酸鹽）,CCA GHG Factor Table,1.0,0.0983019579999933
