Scope 3 Category,ERP ID,Item Name,自動匹配係數,Spec/Grade,Qty,Unit,Total (TWD),Mapping Hint,lookup_keyword,lookup_factor_name,lookup_factor_value,lookup_factor_unit,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
Category 1 (Purchased Goods),EXP-10094,乙烯單體 (Ethylene),0,99.9% Purity,3177,t,88956000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,8921817.417312,8921.817417312,已計算,Qty 3177 t -> 3.177e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10095,乙烯單體 (Ethylene),3.1,99.9% Purity,180,t,5040000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,505485.40608,505.48540608,已計算,Qty 180 t -> 180000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10096,工業級催化劑,0,Platinum Based / Powder,3634,kg,5632700,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,3997596.236,3997.596236,已計算,Qty 3634 kg -> 3634 kg; * factor
Category 1 (Purchased Goods),EXP-10097,ABS 樹脂顆粒,0,Injection Grade / High Impact,1749,t,73458000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,5421900,5421.9,已計算,Qty 1749 t -> 1.749e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10098,乙烯單體 (Ethylene),0,99.9% Purity,4375,t,122500000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,12286103.62,12286.10362,已計算,Qty 4375 t -> 4.375e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10099,工業級催化劑,3.1,Platinum Based / Powder,2263,kg,3507650,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,2489422.202,2489.422202,已計算,Qty 2263 kg -> 2263 kg; * factor
Scope 3 Category,ERP ID,Item Name,自動匹配係數,Spec/Grade,Qty,Unit,Total (TWD),Mapping Hint,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,Precious metals,7171.22324354128,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.729033589363098,"⚠️ 此結果基於產業平均排放強度
- 實際排放可能因產品特性而顯著不同
- 不確定性範圍: ±50% ~ ±300%
- 建議僅用於初步估算",3,Item Name Spec/Grade,procurement_workbook,化學與塑膠加工業,,,待人工確認,"無可用數量/金額或單位不相容: source=Unit, factor_unit=kg CO2e/M.EUR"
代碼,類別,品名,未匹配，請手動確認,規格/等級,數量,單位,總額(TWD),MOENV關鍵字,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,Fish products,204368.158959626,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.737433850765228,"⚠️ 此結果基於產業平均排放強度
- 實際排放可能因產品特性而顯著不同
- 不確定性範圍: ±50% ~ ±300%
- 建議僅用於初步估算",3,品名 規格/等級,procurement_workbook,化學與塑膠加工業,,,待人工確認,"無可用數量/金額或單位不相容: source=單位, factor_unit=kg CO2e/M.EUR"
MAT-PET-001,Category 1,乙烯 (Ethylene),0,"Polymer Grade, Pipeline Supply",1200,t,38400000,乙烯,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Elastane (polyurethane) polymer pellet production,3.382,kg CO2e/kg,FootprintCalc,Global,2023,0.83367133140564,此為國際平均值，實際情況可能因地區而異,3,"乙烯 (Ethylene) Polymer Grade, Pipeline Supply 乙烯",procurement_workbook,化學與塑膠加工業,4058400,4058.4,已計算,Qty 1200 t -> 1.2e+06 kg; * factor (公噸/t/mt 轉 kg)
MAT-PET-002,Category 1,低密度聚乙烯 (LDPE),0,"Injection Grade, MFI=7",450,t,21600000,低密度聚乙烯,LDPE,塑膠原料-低密度聚乙烯顆粒,2.02,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-低密度聚乙烯顆粒,2.02,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,"低密度聚乙烯 (LDPE) Injection Grade, MFI=7 低密度聚乙烯 塑膠原料-低密度聚乙烯顆粒",procurement_workbook,化學與塑膠加工業,909000,909,已計算,Qty 450 t -> 450000 kg; * factor (公噸/t/mt 轉 kg)
MAT-PET-003,Category 1,聚氯乙烯 (PVC) 粒,0,"S-65, Suspension Grade",800,t,32800000,聚氯乙烯,PVC,塑膠原料-聚氯乙烯樹脂,2.13,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚氯乙烯樹脂,2.13,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,"聚氯乙烯 (PVC) 粒 S-65, Suspension Grade 聚氯乙烯 塑膠原料-聚氯乙烯樹脂",procurement_workbook,化學與塑膠加工業,1704000,1704,已計算,Qty 800 t -> 800000 kg; * factor (公噸/t/mt 轉 kg)
MAT-PET-004,Category 2,反應爐攪拌翼 (Agitator),2.02,"SUS316L, Hastelloy C Coating",2,pcs,3600000,反應槽,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.872504472732544,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。,3,"反應爐攪拌翼 (Agitator) SUS316L, Hastelloy C Coating 反應槽 machinery equipment capital goods",procurement_workbook,化學與塑膠加工業,1076.82435089079,1.07682435089079,已計算,"Total(TWD) 3,600,000 / 35 / 1,000,000 * kgCO2e/M.EUR"
MAT-PET-005,Category 1,苯 (Benzene),2.13,Nitration Grade,300,t,8550000,苯,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",2.47,kg,Taiwan EPA,TW,2018,0.805092811584473,,2,苯 (Benzene) Nitration Grade 苯,procurement_workbook,化學與塑膠加工業,741000,741,已計算,Qty 300 t -> 300000 kg; * factor (公噸/t/mt 轉 kg)
MAT-PET-006,Category 1,熱穩定劑 (Stabilizer),0,Ba-Zn Liquid complex,15000,kg,2175000,化學助劑,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,ZnCuTi,4.067,kg CO2e/kg,FootprintCalc,Global,2023,0.768069803714752,此為國際平均值，實際情況可能因地區而異,3,熱穩定劑 (Stabilizer) Ba-Zn Liquid complex 化學助劑,procurement_workbook,化學與塑膠加工業,61005,61.005,已計算,Qty 15000 kg -> 15000 kg; * factor
MAT-PET-007,Category 1,鈦白粉 (TiO2),0,"Rutile Grade, R-902",50,t,4600000,鈦白粉,鈦白粉,化學助劑-二氧化鈦顏料,4.2,kg,已匹配,係數對照表,0,係數對照表,化學助劑-二氧化鈦顏料,4.2,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,"鈦白粉 (TiO2) Rutile Grade, R-902 鈦白粉 化學助劑-二氧化鈦顏料",procurement_workbook,化學與塑膠加工業,210000,210,已計算,Qty 50 t -> 50000 kg; * factor (公噸/t/mt 轉 kg)
MAT-PET-008,Category 2,冷卻水塔 (Cooling Tower),0,"Cross Flow, 500RT",1,pcs,4500000,冷卻水塔,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.802710890769958,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。,3,"冷卻水塔 (Cooling Tower) Cross Flow, 500RT 冷卻水塔 machinery equipment capital goods",procurement_workbook,化學與塑膠加工業,1346.03043861349,1.34603043861349,已計算,"Total(TWD) 4,500,000 / 35 / 1,000,000 * kgCO2e/M.EUR"
MAT-PET-009,Category 1,鄰苯二甲酸二辛酯 (DOP),4.2,Plasticizer Grade,120,t,6240000,塑膠加工助劑,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢塑膠容器-發泡PS廢塑膠粒,0.53,kg,Taiwan EPA,TW,2015,0.805865108966827,,3,鄰苯二甲酸二辛酯 (DOP) Plasticizer Grade 塑膠加工助劑,procurement_workbook,化學與塑膠加工業,63600,63.6,已計算,Qty 120 t -> 120000 kg; * factor (公噸/t/mt 轉 kg)
MAT-PET-010,Category 1,催化劑 (Catalyst),0,Ziegler-Natta System,500,kg,6000000,催化劑,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Cyanazine (2-[[4-Chloro-6-(ethylamino)-1,3,5-triazin-2-yl]am",7.149,kg CO2e/kg,FootprintCalc,Global,2023,0.759338140487671,此為國際平均值，實際情況可能因地區而異,3,催化劑 (Catalyst) Ziegler-Natta System 催化劑,procurement_workbook,化學與塑膠加工業,3574.5,3.5745,已計算,Qty 500 kg -> 500 kg; * factor
