製程及設施名稱,原燃物料或產品名稱,排放型式,活動數據,活動數據單位,數據來源表單名稱,保存單位,活動數據種類,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
冷媒補充-冰水機,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0196,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.809916615486145,此為國際平均值，實際情況可能因地區而異,3,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-冰水機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.7510113184,0.0007510113184,已計算,活動數據 0.0196 公噸 -> 19.6 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-冰水機,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0021,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.807175099849701,,1,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,1.008,0.001008,已計算,活動數據 0.0021 公噸 -> 2.1 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0071,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.836455702781677,,2,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,3.408,0.003408,已計算,活動數據 0.0071 公噸 -> 7.1 kg; * factor (公噸/t/mt 轉 kg)
陸運,採購貨物上游運輸與配送產生之排放,--,"24,419.1718",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.823974549770355,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 陸運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
陸運,貨物下游運輸與配送產生之排放,--,"1,758,803.6516",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.824778079986572,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 陸運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
海運,採購貨物上游運輸與配送產生之排放,--,"110,791.2578",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.830972790718079,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 海運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
海運,貨物下游運輸與配送產生之排放,--,"901,489.8694",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.838290452957153,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 海運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
空運,採購貨物上游運輸與配送產生之排放,--,"22,748.1898",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.815870583057404,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 空運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
空運,貨物下游運輸與配送產生之排放,--,"258,874.7227",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.820226073265076,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 空運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
購買商品之上游排放,生鐵,,"10,405.8810",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.805495083332062,,1,生鐵 生鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,2601470.25,2601.47025,已計算,活動數據 10405.9 公噸 -> 1.04059e+07 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,石墨電極,,"1,277.5943",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Graphite for batteries,10.32144737,kg CO2e/kg ,Idemat,EU,2024,0.779628276824951,此為國際平均值，實際情況可能因地區而異,3,石墨電極 石墨電極 graphite electrode 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,13186622.327662,13186.622327662,已計算,活動數據 1277.59 公噸 -> 1.27759e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,氮氣,,"203,678.3023",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.895101070404053,,3,氮氣 氮氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,26478.179299,26.478179299,已計算,活動數據 203678 M3 -> 203678 m3; * factor
購買商品之上游排放,鉻鐵,,"2,453.5712",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.815918445587158,,2,鉻鐵 鉻鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,613392.8,613.3928,已計算,活動數據 2453.57 公噸 -> 2.45357e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,軋輥,,770.5110,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,耐火材料,,"2,021.8017",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Phenolics (Bakelite) waste combustion, clean tech, without heat recovery",2.81,kg CO2e/kg,FootprintCalc,Global,2023,0.806671977043152,此為國際平均值，實際情況可能因地區而異,3,耐火材料 耐火材料 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,5681262.777,5681.262777,已計算,活動數據 2021.8 公噸 -> 2.0218e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,氧氣,,"542,165.6496",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氧氣,0.16,kg,Taiwan EPA,TW,2015,0.857255578041077,,3,氧氣 氧氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=kg"
購買商品之上游排放,石墨電極,,560.1734,公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Graphite for batteries,10.32144737,kg CO2e/kg ,Idemat,EU,2024,0.779628276824951,此為國際平均值，實際情況可能因地區而異,3,石墨電極 石墨電極 graphite electrode 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,5781800.26617396,5781.80026617396,已計算,活動數據 560.173 公噸 -> 560173 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,生鐵,,"28,109.9139",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.805495083332062,,1,生鐵 生鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,7027478.475,7027.478475,已計算,活動數據 28109.9 公噸 -> 2.81099e+07 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,軋輥,,558.2563,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,氮氣,,"395,715.4781",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.895101070404053,,3,氮氣 氮氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,51443.012153,51.443012153,已計算,活動數據 395715 M3 -> 395715 m3; * factor
購買商品之上游排放,軋輥,,787.0238,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,鎳鐵,,179.5726,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.812981486320496,,2,鎳鐵 鎳鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,44893.15,44.89315,已計算,活動數據 179.573 公噸 -> 179573 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,潤滑油,,16.3896,公秉,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,氬氣,,"298,657.6779",M3,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,氧氣,,"109,697.3283",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氧氣,0.16,kg,Taiwan EPA,TW,2015,0.857255578041077,,3,氧氣 氧氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=kg"
購買商品之上游排放,鉻鐵,,557.1199,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.815918445587158,,2,鉻鐵 鉻鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,139279.975,139.279975,已計算,活動數據 557.12 公噸 -> 557120 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,潤滑油,,22.7252,公秉,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,廢鋼,,"229,345.1704",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),0.3268,kg,Taiwan EPA,TW,2014,0.840326249599457,,3,廢鋼 廢鋼 scrap steel 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,74950001.68672,74950.00168672,已計算,活動數據 229345 公噸 -> 2.29345e+08 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,軋輥,,84.8076,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,耐火材料,,"2,350.0864",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Phenolics (Bakelite) waste combustion, clean tech, without heat recovery",2.81,kg CO2e/kg,FootprintCalc,Global,2023,0.806671977043152,此為國際平均值，實際情況可能因地區而異,3,耐火材料 耐火材料 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,6603742.784,6603.742784,已計算,活動數據 2350.09 公噸 -> 2.35009e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,軋輥,,295.3911,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,軋輥,,648.4445,公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.765548050403595,此為國際平均值，實際情況可能因地區而異,3,軋輥 軋輥 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,鋅錠(鍍鋅),,"1,764.9027",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,TW,2017,0.814724922180176,,3,鋅錠(鍍鋅) 鋅錠(鍍鋅) 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,70596.108,70.596108,已計算,活動數據 1764.9 公噸 -> 1.7649e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,潤滑油,,8.9214,公秉,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,氬氣,,"17,345.2370",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,電力,,"6,239,985.9197",kwh,台電電費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,電力排放係數(2011),0.536,kwh,Taiwan EPA,TW,2013,0.852146685123444,,3,電力 電力 electricity power 購買商品之上游排放 kwh,table4_activity_csv,表4-1_鋼鐵業_合成,3344632.4529592,3344.6324529592,已計算,活動數據 6.23999e+06 kwh -> 6.23999e+06 kWh; * factor
購買商品之上游排放,自來水,,"212,427.1399",度,台灣自來水水費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,工業用水（韓國，1998）,0.000102,kg,Taiwan EPA,TW,2018,0.808700561523438,,1,自來水 自來水 購買商品之上游排放 度,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=度, factor_unit=kg"
一般事業廢棄物-焚化,處置,,512.8862,mt,環境部申報紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,TW,2014,0.871357083320618,,3,處置 處置 一般事業廢棄物-焚化 mt,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=mt, factor_unit=mt"
一般事業廢棄物-掩埋,處置,,114.4169,mt,環境部申報紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,TW,2014,0.862284481525421,,3,處置 處置 一般事業廢棄物-掩埋 mt,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=mt, factor_unit=mt"
一般事業廢棄物-運輸,運輸,,"63,694.8598",tkm,環境部申報紀錄、Google map,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,1.31,tkm,Taiwan EPA,TW,2018,0.862348794937134,,3,運輸 運輸 一般事業廢棄物-運輸 tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
其他未分類製程-其他未歸類設施,其他電力,外購電力,"26,931.0160",千度,台電電費單,總務課,連續量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",0.162380925,kg CO2e/MJ ,Idemat,EU,2024,0.811118304729462,此為國際平均值，實際情況可能因地區而異,3,其他電力 其他電力 electricity power 其他未分類製程-其他未歸類設施 外購電力 千度,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=千度, factor_unit=kg CO2e/MJ "
引擎發電程序-柴油引擎,柴油,固定 (E),19.6894,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,3.37,l,Taiwan EPA,TW,2019,0.845843553543091,,3,柴油 柴油 diesel fuel 引擎發電程序-柴油引擎 固定 (E) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,柴油,移動 (T),75.0144,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.906787395477295,,3,柴油 柴油 diesel fuel 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,車用汽油,移動 (T),45.3108,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.872793078422546,,3,車用汽油 車用汽油 gasoline petrol 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
非製造程序-堆高機,車用汽油,移動 (T),0.6762,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,Taiwan EPA,TW,2020,0.860475480556488,,3,車用汽油 車用汽油 gasoline petrol 非製造程序-堆高機 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
消防活動-消防設施,滅火器,逸散 (F),0.0253,公噸,使用量,工安課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Blast furnace gas,0.000247,kg CO2e/tonne,GHG Protocol Cross-Sector v2.0 (2024),Global,2024,0.747565865516663,此為國際平均值，實際情況可能因地區而異,3,滅火器 滅火器 消防活動-消防設施 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.0000062491,0.0000000062491,已計算,活動數據 0.0253 公噸 -> 0.0253 t; * factor
水肥處理程序-化糞池,水肥,逸散 (F),"1,208,008.9853",人小時,工時紀錄,工安課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,Taiwan EPA,TW,2020,0.831236124038696,,3,水肥 水肥 水肥處理程序-化糞池 逸散 (F) 人小時,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=人小時, factor_unit=m3"
維修保養程序-其他未歸類設施,乙炔,製程 (P),0.0247,公噸,採購紀錄,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,0.14,kg,Taiwan EPA,TW,2015,0.820680499076843,,3,乙炔 乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,3.458,0.003458,已計算,活動數據 0.0247 公噸 -> 24.7 kg; * factor (公噸/t/mt 轉 kg)
維修保養程序-點焊設施,銲條、棒,製程 (P),0.0013,公噸,採購紀錄,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",0.552,kg CO2e/kg,FootprintCalc,Global,2023,0.774117946624756,此為國際平均值，實際情況可能因地區而異,3,銲條、棒 銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.7176,0.0007176,已計算,活動數據 0.0013 公噸 -> 1.3 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,PFC-14，四氟化碳，CF4,逸散 (F),0.0002,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.832316100597382,,3,PFC-14，四氟化碳，CF4 PFC-14，四氟化碳，CF4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.096,0.000096,已計算,活動數據 0.0002 公噸 -> 0.2 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-冰水機,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0060,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.807175099849701,,1,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,2.88,0.00288,已計算,活動數據 0.006 公噸 -> 6 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0466,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.838720202445984,,3,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,22.368,0.022368,已計算,活動數據 0.0466 公噸 -> 46.6 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,PFC-14，四氟化碳，CF4,逸散 (F),0.0001,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.832316100597382,,3,PFC-14，四氟化碳，CF4 PFC-14，四氟化碳，CF4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.048,0.000048,已計算,活動數據 0.0001 公噸 -> 0.1 kg; * factor (公噸/t/mt 轉 kg)
