Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
RP-0437,馬祖區營業處西莒電廠1500kW緊供發電機組租賃案(含安裝)(後續擴充),馬祖區營業處西莒電廠1500kW緊供發電機組租賃案(含安裝)(後續擴充),電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,馬祖區營業處西莒電廠1500kW緊供發電機組租賃案(含安裝)(後續擴充) / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617630；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0438,113年下半年收容人副食品-蔬菜類,113年下半年收容人副食品-蔬菜類,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年下半年收容人副食品-蔬菜類 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617631；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0439,彰化縣113學年度D4群午餐生鮮食材聯合採購(後續擴充),彰化縣113學年度D4群午餐生鮮食材聯合採購(後續擴充),食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,彰化縣113學年度D4群午餐生鮮食材聯合採購(後續擴充) / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617634；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0440,新北市立新店高中113學年度第一學期教科書採購案,新北市立新店高中113學年度第一學期教科書,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,新北市立新店高中113學年度第一學期教科書 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617639；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0441,思科IdentityServiceEngine一批,思科IdentityServiceEngine,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,思科IdentityServiceEngine / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617640；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0442,卜特蘭石灰石水泥(PLC)低碳混凝土耐震性能研究之實驗儀器使用及相關技術支援壹式,卜特蘭石灰石水泥(PLC)低碳混凝土耐震性能研究之實驗儀器使用及相關技術支援壹式,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,卜特蘭石灰石水泥(PLC)低碳混凝土耐震性能研究之實驗儀器使用及相關技術支援壹式 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617650；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0443,特殊不鏽鋼法蘭閘閥一批,特殊不鏽鋼法蘭閘閥,機械／零組件,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",公開決標採購品名,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,特殊不鏽鋼法蘭閘閥 / 幫浦 / 壓縮機 / 液壓與氣動引擎 / 閥門及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617668；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0444,113年天生國小校園女兒牆欄杆安全補強計畫,113年天生國小校園女兒牆欄杆安全補強計畫,金屬／五金,"銅,鎳,鋁,氧化鋁,鉛,鋅及錫或其合金之半製品",公開決標採購品名,"銅,鎳,鋁,氧化鋁,鉛,鋅及錫或其合金之半製品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年天生國小校園女兒牆欄杆安全補強計畫 / 銅 / 鎳 / 鋁 / 氧化鋁 / 鉛 / 鋅及錫或其合金之半製品 / 金屬加工 / 金屬 / 五金 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617669；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,金屬加工
RP-0445,113年度臺中市協助弱勢婦女及家庭消弭月經貧窮計畫生理用品採購案,113年度臺中市協助弱勢婦女及家庭消弭月經貧窮計畫生理用品,化學品／塑橡膠,未明列於其他章節之化學產品,公開決標採購品名,未明列於其他章節之化學產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度臺中市協助弱勢婦女及家庭消弭月經貧窮計畫生理用品 / 未明列於其他章節之化學產品 / 化工塑橡膠 / 化學品 / 塑橡膠 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617671；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,化工塑橡膠
RP-0446,非全時公務車租賃,非全時公務車租賃,車輛／運輸設備,"機動車,拖車,半拖車;車輛機件",公開決標採購品名,"機動車,拖車,半拖車;車輛機件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,非全時公務車租賃 / 機動車 / 拖車 / 半拖車 / 車輛機件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617676；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0447,過渡金屬離子鹼性沉澱反應系統一批,過渡金屬離子鹼性沉澱反應系統,機械／零組件,其他特殊用途之機具及其零件,公開決標採購品名,其他特殊用途之機具及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,過渡金屬離子鹼性沉澱反應系統 / 其他特殊用途之機具及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617678；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0448,臺中港三號碼頭配電站暨部分管道及電力改善,臺中港三號碼頭配電站暨部分管道及電力改善,電力設備／電材,電力傳輸、控制設備及其零件,公開決標採購品名,電力傳輸、控制設備及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,臺中港三號碼頭配電站暨部分管道及電力改善 / 電力傳輸、控制設備及其零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617682；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0449,台電萬隆聯合辦公大樓7間會議室視聽設備採購含安裝,台電萬隆聯合辦公大樓7間會議室視聽設備採購含安裝,儀器／光學設備,"光學儀器,攝影設備及其零件與附件",公開決標採購品名,"光學儀器,攝影設備及其零件與附件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,台電萬隆聯合辦公大樓7間會議室視聽設備採購含安裝 / 光學儀器 / 攝影設備及其零件與附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617684；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0450,113學年度學校午餐外訂桶餐/盒餐採購案,113學年度學校午餐外訂桶餐/盒餐,食品／農產,"穀粉,澱粉及澱粉製品;其他食品",公開決標採購品名,"穀粉,澱粉及澱粉製品;其他食品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度學校午餐外訂桶餐/盒餐 / 穀粉 / 澱粉及澱粉製品 / 其他食品 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617699；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0451,天輪#5機冷卻水泵採購及檢修含安裝,天輪#5機冷卻水泵採購及檢修含安裝,電力設備／電材,"電動機,發電機,變壓器及其附件",公開決標採購品名,"電動機,發電機,變壓器及其附件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,天輪#5機冷卻水泵採購及檢修含安裝 / 電動機 / 發電機 / 變壓器及其附件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617702；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0452,伺服器貳台,伺服器貳台,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,伺服器貳台 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617705；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0453,台北校區自強大樓網路設備採購案,台北校區自強大樓網路設備,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,台北校區自強大樓網路設備 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617706；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0454,「112學年度契約屆滿之非營利幼兒園永續經營之房舍修繕及設施設備改善、維護與購置計畫」,「112學年度契約屆滿之非營利幼兒園永續經營之房舍修繕及設施設備改善、維護與購置計畫」,其他財物,其他製造商品,公開決標採購品名,其他製造商品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「112學年度契約屆滿之非營利幼兒園永續經營之房舍修繕及設施設備改善、維護與購置計畫」 / 其他製造商品 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617713；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0455,程序升溫總有機碳分析儀1套,程序升溫總有機碳分析儀1套,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,程序升溫總有機碳分析儀1套 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617719；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0456,嘉義縣立中埔國民中學113學年度學生午餐團膳採購,嘉義縣立中埔國民中學113學年度學生午餐團膳採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,嘉義縣立中埔國民中學113學年度學生午餐團膳採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617724；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0457,高中英語文口說及寫作遊戲開發與推廣計畫之Gradingly人工智能寫作學習系統租賃,高中英語文口說及寫作遊戲開發與推廣計畫之Gradingly人工智能寫作學習系統租賃,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,高中英語文口說及寫作遊戲開發與推廣計畫之Gradingly人工智能寫作學習系統租賃 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617725；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0458,環保碳粉匣等35項,環保碳粉匣等35項,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,環保碳粉匣等35項 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617729；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0459,四輕丁二烯C5101-1/2機械軸封(廠牌：EAGLEBURGMANN)一批,四輕丁二烯C5101-1/2機械軸封(廠牌：EAGLEBURGMANN),機械／零組件,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",公開決標採購品名,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,四輕丁二烯C5101-1/2機械軸封(廠牌：EAGLEBURGMANN) / 幫浦 / 壓縮機 / 液壓與氣動引擎 / 閥門及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617742；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0460,嘉義市立民生國民中學113學年度新生制服及運動服採購,嘉義市立民生國民中學113學年度新生制服及運動服採購,其他財物,"成衣,毛皮服裝除外",公開決標採購品名,"成衣,毛皮服裝除外",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,嘉義市立民生國民中學113學年度新生制服及運動服採購 / 成衣 / 毛皮服裝除外 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617748；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0461,113學年度第1學期簿本及美勞材料採購,113學年度第1學期簿本及美勞材料採購,其他財物,其他製造商品,公開決標採購品名,其他製造商品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度第1學期簿本及美勞材料採購 / 其他製造商品 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617750；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0462,42吋不鏽鋼巨型三通一件,42吋不鏽鋼巨型三通一件,金屬／五金,結構金屬產品及其零件,公開決標採購品名,結構金屬產品及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,42吋不鏽鋼巨型三通一件 / 結構金屬產品及其零件 / 金屬加工 / 金屬 / 五金 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617754；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,金屬加工
RP-0463,心臟外科用耗材乙項(含設備)(開口契約),心臟外科用耗材乙項(含設備)(開口契約),醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,心臟外科用耗材乙項(含設備)(開口契約) / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617765；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0464,外科拋棄式息肉切除器等衛材8項(開口契約),外科拋棄式息肉切除器等衛材8項(開口契約),醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,外科拋棄式息肉切除器等衛材8項(開口契約) / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617781；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0465,113學年度幼兒餐點食材供應採購,113學年度幼兒餐點食材供應採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度幼兒餐點食材供應採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617793；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0466,蘇澳港區船舶智慧追踨監控系統建置案,蘇澳港區船舶智慧追踨監控系統建置案,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,蘇澳港區船舶智慧追踨監控系統建置案 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617798；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0467,113年度飛灰/底灰輸灰系統閥件等一批,113年度飛灰/底灰輸灰系統閥件等,機械／零組件,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",公開決標採購品名,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度飛灰/底灰輸灰系統閥件等 / 幫浦 / 壓縮機 / 液壓與氣動引擎 / 閥門及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617799；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0468,113~114年儀器管件長約,113~114年儀器管件長約,儀器／光學設備,結構金屬產品及其零件,公開決標採購品名,結構金屬產品及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113~114年儀器管件長約 / 結構金屬產品及其零件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617802；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0469,澎湖縣政府警察局113年度治安要點錄影監視系統後續擴充增置案,澎湖縣政府警察局113年度治安要點錄影監視系統後續擴充增置案,儀器／光學設備,"光學儀器,攝影設備及其零件與附件",公開決標採購品名,"光學儀器,攝影設備及其零件與附件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,澎湖縣政府警察局113年度治安要點錄影監視系統後續擴充增置案 / 光學儀器 / 攝影設備及其零件與附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617808；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0470,113年屏藝經典-典藏藝術品購置（雷斌作品）,113年屏藝經典-典藏藝術品購置（雷斌作品）,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年屏藝經典-典藏藝術品購置（雷斌作品） / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617816；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0471,封口劑(防水膠)等10項,封口劑(防水膠)等10項,化學品／塑橡膠,未明列於其他章節之化學產品,公開決標採購品名,未明列於其他章節之化學產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,封口劑(防水膠)等10項 / 未明列於其他章節之化學產品 / 化工塑橡膠 / 化學品 / 塑橡膠 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617817；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,化工塑橡膠
RP-0472,連續抽取式60抽盒裝面紙採購,連續抽取式60抽盒裝面紙採購,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,連續抽取式60抽盒裝面紙採購 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617836；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0473,黴漿菌肺炎試劑等二組試劑檢驗科衛材採購案,黴漿菌肺炎試劑等二組試劑檢驗科衛材,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,黴漿菌肺炎試劑等二組試劑檢驗科衛材 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617847；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0474,1樓東側中繼站機櫃搬遷,1樓東側中繼站機櫃搬遷,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,1樓東側中繼站機櫃搬遷 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617849；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0475,汰換垃圾場北側電力開關箱、航機務大樓老舊變壓器及採購電動機等維護修繕工具等財物採購,汰換垃圾場北側電力開關箱、航機務大樓老舊變壓器及採購電動機等維護修繕工具等,電力設備／電材,"電動機,發電機,變壓器及其附件",公開決標採購品名,"電動機,發電機,變壓器及其附件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,汰換垃圾場北側電力開關箱、航機務大樓老舊變壓器及採購電動機等維護修繕工具等 / 電動機 / 發電機 / 變壓器及其附件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617851；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0476,槽鋼,槽鋼,金屬／五金,結構金屬產品及其零件,公開決標採購品名,結構金屬產品及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,槽鋼 / 結構金屬產品及其零件 / 金屬加工 / 金屬 / 五金 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617865；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,金屬加工
RP-0477,法務部矯正署所屬臺北地區矯正機關113年下半年度收容人副食品聯合採購-加工食品類,法務部矯正署所屬臺北地區矯正機關113年下半年度收容人副食品聯合採購-加工食品類,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,法務部矯正署所屬臺北地區矯正機關113年下半年度收容人副食品聯合採購-加工食品類 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617871；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0478,113學年度學校午餐食材採購,113學年度學校午餐食材採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度學校午餐食材採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617878；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0479,儲備用O型口蹄疫不活化疫苗,儲備用O型口蹄疫不活化疫苗,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,儲備用O型口蹄疫不活化疫苗 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617884；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0480,文湖線暨貓空纜車閉路電視不斷電設備電池採購,文湖線暨貓空纜車閉路電視不斷電設備電池採購,通訊／電子設備,蓄電池、一次性電池及其零件,公開決標採購品名,蓄電池、一次性電池及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,文湖線暨貓空纜車閉路電視不斷電設備電池採購 / 蓄電池、一次性電池及其零件 / 電子通訊 / 通訊 / 電子設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617892；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電子通訊
RP-0481,桃園市政府社會局實物代券實施計畫禮券採購案,桃園市政府社會局實物代券實施計畫禮券,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,桃園市政府社會局實物代券實施計畫禮券 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70617931；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
