Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
PI-0302,PA66尼龍塑膠粒 kg,PA66尼龍塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0303,PA66尼龍塑膠粒 常用規格,PA66尼龍塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0304,PA66尼龍塑膠粒-採購,PA66尼龍塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0305,POM工程塑膠粒,POM工程塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0306,POM工程塑膠粒 kg,POM工程塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0307,POM工程塑膠粒 常用規格,POM工程塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0308,POM工程塑膠粒-採購,POM工程塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0309,TPU熱塑性聚氨酯,TPU熱塑性聚氨酯,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0310,TPU熱塑性聚氨酯 kg,TPU熱塑性聚氨酯,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0311,TPU熱塑性聚氨酯 常用規格,TPU熱塑性聚氨酯,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0312,TPU熱塑性聚氨酯-採購,TPU熱塑性聚氨酯,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0313,PET再生塑膠粒,PET再生塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0314,PET再生塑膠粒 kg,PET再生塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0315,PET再生塑膠粒 常用規格,PET再生塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0316,PET再生塑膠粒-採購,PET再生塑膠粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0317,色母粒,色母粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0318,色母粒 kg,色母粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0319,色母粒 常用規格,色母粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0320,色母粒-採購,色母粒,塑膠原料,熱塑性樹脂,原料,熱塑性樹脂,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,plastic resin by polymer,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑膠/電子/包材
PI-0321,天然橡膠NR,天然橡膠NR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0322,天然橡膠NR kg,天然橡膠NR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0323,天然橡膠NR 常用規格,天然橡膠NR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0324,天然橡膠NR-採購,天然橡膠NR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0325,丁腈橡膠NBR,丁腈橡膠NBR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0326,丁腈橡膠NBR kg,丁腈橡膠NBR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0327,丁腈橡膠NBR 常用規格,丁腈橡膠NBR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0328,丁腈橡膠NBR-採購,丁腈橡膠NBR,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0329,三元乙丙橡膠EPDM,三元乙丙橡膠EPDM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0330,三元乙丙橡膠EPDM kg,三元乙丙橡膠EPDM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0331,三元乙丙橡膠EPDM 常用規格,三元乙丙橡膠EPDM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0332,三元乙丙橡膠EPDM-採購,三元乙丙橡膠EPDM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0333,矽橡膠VMQ,矽橡膠VMQ,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0334,矽橡膠VMQ kg,矽橡膠VMQ,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0335,矽橡膠VMQ 常用規格,矽橡膠VMQ,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0336,矽橡膠VMQ-採購,矽橡膠VMQ,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0337,氟橡膠FKM,氟橡膠FKM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0338,氟橡膠FKM kg,氟橡膠FKM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0339,氟橡膠FKM 常用規格,氟橡膠FKM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0340,氟橡膠FKM-採購,氟橡膠FKM,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0341,碳黑,碳黑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0342,碳黑 kg,碳黑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0343,碳黑 常用規格,碳黑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0344,碳黑-採購,碳黑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0345,碳酸鈣填料,碳酸鈣填料,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0346,碳酸鈣填料 kg,碳酸鈣填料,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0347,碳酸鈣填料 常用規格,碳酸鈣填料,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0348,碳酸鈣填料-採購,碳酸鈣填料,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0349,硫化劑,硫化劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0350,硫化劑 kg,硫化劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0351,硫化劑 常用規格,硫化劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0352,硫化劑-採購,硫化劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0353,橡膠促進劑,橡膠促進劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0354,橡膠促進劑 kg,橡膠促進劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0355,橡膠促進劑 常用規格,橡膠促進劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0356,橡膠促進劑-採購,橡膠促進劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0357,脫模劑,脫模劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0358,脫模劑 kg,脫模劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0359,脫模劑 常用規格,脫模劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0360,脫模劑-採購,脫模劑,橡膠原料,橡膠/填料/助劑,原料,橡膠/填料/助劑,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,kg,範疇3 類別1,rubber / chemical additives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,橡膠/汽車零件/機械
PI-0361,模具鋼材SKD11,模具鋼材SKD11,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0362,模具鋼材SKD11 pcs,模具鋼材SKD11,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0363,模具鋼材SKD11 常用規格,模具鋼材SKD11,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0364,模具鋼材SKD11-採購,模具鋼材SKD11,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0365,模具鋼材NAK80,模具鋼材NAK80,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0366,模具鋼材NAK80 pcs,模具鋼材NAK80,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0367,模具鋼材NAK80 常用規格,模具鋼材NAK80,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0368,模具鋼材NAK80-採購,模具鋼材NAK80,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0369,頂針,頂針,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0370,頂針 pcs,頂針,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0371,頂針 常用規格,頂針,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0372,頂針-採購,頂針,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0373,司筒,司筒,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0374,司筒 pcs,司筒,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0375,司筒 常用規格,司筒,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0376,司筒-採購,司筒,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0377,導柱導套,導柱導套,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0378,導柱導套 pcs,導柱導套,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0379,導柱導套 常用規格,導柱導套,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0380,導柱導套-採購,導柱導套,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0381,模具彈簧,模具彈簧,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0382,模具彈簧 pcs,模具彈簧,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0383,模具彈簧 常用規格,模具彈簧,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
PI-0384,模具彈簧-採購,模具彈簧,模具與治具,模具零件/委外,資本品/服務,工具鋼/加工服務,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1或2,tool steel / machining service,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,塑橡膠/金屬加工/機械
